list-il-s,12,32,1,1152, 751498026, 652342
list-dl-s,12,32,1,1152, -791574462, -687130
list-none-none,1,1000,1,3000, 16376231, 5458
list-none-m,1,1000,1,3000, 13389271, 4463
list-none-m,2,1000,1,6000, 30264667, 5044
list-none-m,4,1000,1,12000, 52194591, 4349
list-none-m,8,1000,1,24000, 89608742, 3733
list-none-m,12,1000,1,36000, 182194450, 5060
list-none-m,16,1000,1,48000, -691039610, -14396
list-none-m,24,1000,1,72000, 495298358, 6879
list-none-s,1,1000,1,3000, 19357117, 6452
list-none-s,2,1000,1,6000, 21944374, 3657
list-none-s,4,1000,1,12000, 51107114, 4258
list-none-s,8,1000,1,24000, 145076388, 6044
list-none-s,12,1000,1,36000, 471038955, 13084
list-none-s,16,1000,1,48000, -284503953, -5927
list-none-s,24,1000,1,72000, -196805746, -2733
list-none-none,1,10,1,30, 57472, 1915
list-none-none,1,100,1,300, 82683, 275
list-none-none,1,1000,1,3000, 2556978, 852
list-none-none,1,10000,1,30000, -750415920, -25013
list-none-none,1,20000,1,60000, 1262454, 21
list-none-none,2,1,1,6, 68517, 11419
list-none-none,2,10,1,60, 66375, 1106
list-none-none,2,100,1,600, 108444, 180
list-none-none,4,1,1,12, 101439, 8453
list-none-none,4,10,1,120, 118513, 987
list-none-none,8,10,1,240, 238342, 993
list-none-none,12,1,1,36, 318473, 8846
list-none-none,12,10,1,360, 335173, 931
list-i-none,2,1,1,6, 64038, 10673
list-i-none,2,2,1,12, 62426, 5202
list-i-none,2,4,1,24, 62924, 2621
list-i-none,2,8,1,48, 75434, 1571
list-i-none,2,32,1,192, 380941, 1984
list-i-none,4,1,1,12, 115397, 9616
list-i-none,4,2,1,24, 109873, 4578
list-i-none,4,4,1,48, 106733, 2223
list-i-none,4,8,1,96, 117239, 1221
list-i-none,4,16,1,192, 281808, 1467
list-i-none,8,1,1,24, 224807, 9366
list-i-none,8,2,1,48, 220206, 4587
list-i-none,8,4,1,96, 230237, 2398
list-i-none,8,8,1,192, 244332, 1272
list-i-none,8,16,1,384, 516378, 1344
list-i-none,12,1,1,36, 346528, 9625
list-i-none,12,2,1,72, 312118, 4334
list-i-none,12,4,1,144, 359869, 2499
list-i-none,12,8,1,288, 338049, 1173
list-d-none,2,1,1,6, 59238, 9873
list-d-none,2,2,1,12, 67784, 5648
list-d-none,2,4,1,24, 64635, 2693
list-d-none,2,8,1,48, 64265, 1338
list-d-none,2,16,1,96, 68517, 713
list-d-none,2,32,1,192, 88563, 461
list-d-none,4,1,1,12, 108261, 9021
list-d-none,4,2,1,24, 107824, 4492
list-d-none,4,4,1,48, 112002, 2333
list-d-none,4,8,1,96, 114715, 1194
list-d-none,4,16,1,192, 124603, 648
list-d-none,8,1,1,24, 226869, 9452
list-d-none,8,2,1,48, 226651, 4721
list-d-none,8,4,1,96, 225426, 2348
list-d-none,8,8,1,192, 210699, 1097
list-d-none,8,16,1,384, 229285, 597
list-d-none,12,1,1,36, 333523, 9264
list-d-none,12,2,1,72, 323941, 4499
list-d-none,12,4,1,144, 343387, 2384
list-d-none,12,8,1,288, 318026, 1104
list-d-none,12,16,1,576, 337605, 586
list-il-none,2,1,1,6, 64021, 10670
list-il-none,2,2,1,12, 64757, 5396
